,Unnamed: 0,A_ID,A_Link,A_LinkNum,A_Timestr,A_Cat,A_Auth,A_Title1,A_Title2,A_Paragraphs,A_Words,A_Characters
174114,174114,493584,http://www.alriyadh.com/1540687,1540687,"&nbsp; 
						
													السبت 14 محرم 1438 هـ - 15 أكتوبر 2016م",الدولية,"تعز - ""الرياض""",مقتل خمسة وإصابة العشرات,في انفجار استهدف مجلس عزاء بمأرب,4,169,1001
234025,234025,74647,http://www.alriyadh.com/1773628,1773628,"&nbsp; 
						
													2019-08-27 23:46:42",المحليات,واشنطن - واس,,نائب وزير الدفاع يصل إلى الولايات المتحدة الأمريكية في زيارة رسمية,3,141,921
473048,473048,327072,http://www.alriyadh.com/1635054,1635054,"&nbsp; 
						
													الجمعة 14 صفر 1439هـ -3 نوفمبر 2017 م  - 12 برج  العقرب",دنيا الرياضة,غوستافو كونتيروس,,الحراسة تورط مدرب النصر في معسكر الإمارات,2,158,994
384240,384240,130953,http://www.alriyadh.com/1742750,1742750,"&nbsp; 
						
													2019-03-10 14:02:32",المحليات,لندن - واس,,العيسى: المشتركات الإنسانية متفقة على تفهم حتمية الاختلاف وحفظ الحقوق,14,847,5088
362626,362626,423015,http://www.alriyadh.com/1582432,1582432,"&nbsp; 
						
													الأحد 5 رجب 1438هـ - 2 إبريل 2017م",المحليات,,,"المذنب دورة ""إدارة الأزمات والمخاطر""",2,50,367
487389,487389,446631,http://www.alriyadh.com/1568987,1568987,"&nbsp; 
						
													2017-02-07 01:50:53",المحليات,الأحساء – زهير الغزال,,أمير الشرقية يقلد العصيل والعتيبي رتبتيهما الجديدتين,3,128,713
29883,29883,358086,http://www.alriyadh.com/1617885,1617885,"&nbsp; 
						
													الأحد 28 ذو القعدة   1438هـ   - 20 أغسطس   2017م -29 برج الأسد",الاقتصاد,"الرياض - ""الرياض""",متوسط الدخل الفردي للمواطن مرشح للارتفاع إلى 81.9 ألف ريال,صندوق النقد الدولي يتوقع نمو الاقتصاد السعودي %10 خلال 2017,6,296,1665
236691,236691,505050,http://www.alriyadh.com/1534450,1534450,"&nbsp; 
						
													الثلاثاء 18 ذو الحجة 1437 هـ - 20 سبتمبر 2016م",المحليات,الأمير فيصل بن سلمان يتحدث مع الزوار في المحطة,هنأ خادم الحرمين بنجاح موسم الحج,أمير المدينة يوجه بمضاعفة الجهود وتنفيذ الخطط التشغيلية لموسم ما بعد الحج,6,417,2512
432737,432737,436328,http://www.alriyadh.com/1574605,1574605,"&nbsp; 
						
													الأربعاء 2 جمادى الآخرة 1438 هـ - 1 مارس 2017م",المحليات,أمير الرياض متحدثاً لرئيس هيئة الإحصاء,فيصل بن بندر يوقع عقد مشروع خفض منسوب المياه في العارض وطويق وظهرة لبن,أمير الرياض: ما تشهده المملكة يزيد أهمية الإحصاءات,9,549,3392
531549,531549,342213,http://www.alriyadh.com/1626627,1626627,"&nbsp; 
						
													2017-09-30 18:18:42",أخبار المناطق,الطائف – إسماعيل إبراهيم,,100 مشارك في برنامج (المشي) بحديقة الفيصلية في الطائف,3,150,889
133062,133062,486006,http://www.alriyadh.com/1544847,1544847,"&nbsp; 
						
													الأربعاء 02 صفر 1438 هـ - 02 نوفمبر 2016م",الاقتصاد,حملة التبرع بالدم في مقر الشركة,,أسمنت القصيم تطلق حملة للتبرع بالدم,1,204,1289
547923,547923,190823,http://www.alriyadh.com/1709977,1709977,"&nbsp; 
						
													الأربعاء  غرة  صفر   1440هـ   - 10  أكتوبر   2018م",الدولية,مقاتلون سوريون على خط المواجهة مع قوات النظام في إدلب      (أ ف ب),أهالي مختطفي السويداء يعلقون اعتصامهم.. وباسيل يصف اللاجئين السوريين بـ «قنابل موقوتة»,الفصائل السورية في إدلب تستبق انتهاء المهلة بسحب سلاحها,2,367,2227
283522,283522,278309,http://www.alriyadh.com/1661742,1661742,"&nbsp; 
						
													الأربعاء 28 جمادى الأولى 1439هـ - 14 فبراير 2018م",المحليات,د. وليد الصمعاني,,الخراشي يؤكد على التنسيق مع «العدل» للنهوض بقطاع الأوقاف,11,455,2874
411786,411786,431885,http://www.alriyadh.com/1577016,1577016,"&nbsp; 
						
													السبت 12 جمادى الآخرة 1438 هـ - 11 مارس 2017م",ثقافة اليوم,,,المعرض المصور,0,0,0
64404,64404,220309,http://www.alriyadh.com/1693696,1693696,"&nbsp; 
						
													الخميس 6  ذو القعدة   1439هـ   - 19  يوليو   2018م",دنيا الرياضة,جانب من مراسم التوقيع مع يحيى عتين,,الرائد يضم موهبة الوشم وعتين الاتفاق,2,115,700
396218,396218,429293,http://www.alriyadh.com/1578439,1578439,"&nbsp; 
						
													2017-03-16 20:18:59",دنيا الرياضة,متابعة - الرياض الإلكتروني,,الأخضر يبدأ استعداداته لخوض مواجهتي تايلند والعراق.. ومارفيك يستبعد المولد,3,120,740
371672,371672,126641,http://www.alriyadh.com/1745108,1745108,"&nbsp; 
						
													الجمعة  15  رجب   1440هـ   - 22  مارس   2019م",دنيا الرياضة,العابد خلال تدريبات أمس,,العابد خارج حسابات زوران.. وجيوفينكو يغيب,2,86,558
350201,350201,295502,http://www.alriyadh.com/1652264,1652264,"&nbsp; 
						
													السبت  19ربيع الآخر 1439هـ - 6  يناير 2018م -16 برج الجدي",دنيا الرياضة,طلال الشيخ,الترميم في «الشتوية» مطلب وتوازن الفريق تأثر برحيل البياوي,طلال الشيخ: جدة كشف ضياع القادسية,3,274,1583
542341,542341,559875,http://www.alriyadh.com/1504307,1504307,"&nbsp; 
						
													الخميس 12 شعبان 1437 هـ- 19 مايو 2016م",الاقتصاد,الرميح خلال حديثه للزميل محمد سعد,كشف عن فكرة إنشاء موانئ جافة في أربع مدن بالمملكة,رئيس الخطوط الحديدية لـ«الرياض»: سنقلص المدة بين الرياض والدمام إلى ثلاث ساعات وأربعين دقيقة,4,290,1761
249385,249385,401605,http://www.alriyadh.com/1594043,1594043,"&nbsp; 
						
													2017-05-14 15:56:20",أخبار المناطق,الخطة الرقابية واكبت إجازة المرحلة الابتدائية,,سياحة المدينة تحكم رقابتها على الفنادق وتعاقب 50 دارا للإيواء,4,179,1144
183291,183291,251982,http://www.alriyadh.com/1676266,1676266,"&nbsp; 
						
													الجمعة  4  شعبان   1439هـ   - 20  إبريل   2018م",المحليات,وزير الصحة اليمني يتحدث للزميل محمد الحيدر,,وزير الصحة اليمني لـ«الرياض»: تجاوب المملكة السريع كبح جائحة الكوليرا,9,418,2498
4152,4152,462329,http://www.alriyadh.com/1557777,1557777,"&nbsp; 
						
													2016-12-25 14:40:16",الاقتصاد,متابعة - الرياض الإلكتروني,,«التجارة» تستدعي 1316 «جينيسس» لخلل في العدادات,2,39,235
340569,340569,523280,http://www.alriyadh.com/1524467,1524467,"&nbsp; 
						
													الاثنين 05 ذو القعدة 1437 هـ - 8 أغسطس 2016م",المحليات,إحدى المهربتين وأمامها كبسولات الكوكايين,,«مطار المؤسس» يضبط سيدتين حاولتا تهريب كوكايين,3,86,506
551079,551079,191915,http://www.alriyadh.com/1709340,1709340,"&nbsp; 
						
													2018-10-07 13:46:58",أخبار المناطق,جازان -  علي المدخلي,,مدير تعليم جازان: حديث ولي العهد حديث السياسي البارع,1,117,668
558224,558224,563406,http://www.alriyadh.com/1502351,1502351,"&nbsp; 
						
													الخميس 05 شعبان 1437 هـ- 12 مايو 2016م",الدولية,"تعز - ""الرياض""",إحباط عملية انتحارية بسيارة مفخخة استهدفت مطار عدن,نجاة قائد المنطقة العسكرية الأولى من محاولة اغتيال في حضرموت,7,204,1200
485288,485288,446074,http://www.alriyadh.com/1569299,1569299,"&nbsp; 
						
													الأربعاء 11 جمادى الأولى 1438 هـ - 8 فبراير 2017م",دنيا الرياضة,بريدة - نايف البدراني,,«الانضباط» تتجاهل تصرفات العكايشي,2,111,593
348432,348432,294869,http://www.alriyadh.com/1652616,1652616,"&nbsp; 
						
													2018-01-07 16:36:04",أخبار المناطق,جلوي بن عبدالعزيز مدشناً الحملة ضد شلل الأطفال,,أمير نجران يطلق الحملة الوطنية ضد شلل الأطفال,1,68,395
342630,342630,523796,http://www.alriyadh.com/1524177,1524177,"&nbsp; 
						
													الأحد 04 ذو القعدة 1437 هـ - 7 أغسطس 2016م",الاقتصاد,الحقباني والسفير السوداني خلال الاجتماع,,وزير العمل يبحث مع السفير السوداني تعزيز التعاون,3,106,706
123615,123615,33392,http://www.alriyadh.com/1796119,1796119,"&nbsp; 
						
													الاثنين 4 جمادى الأولى   1441هـ   -30  ديسمبر   2019م",الأخــيــرة,نيويورك - د ب أ,,رقم نسائي جديد في الفضاء,2,103,569
198441,198441,61247,http://www.alriyadh.com/1780918,1780918,"&nbsp; 
						
													الثلاثاء 9 صفر   1441هـ   - 8  اكتوبر   2019م",الدولية,رئيس الوزراء اللبناني خلال وصوله للإمارات وفي استقباله الشيخ سيف بن زايد,,الحريري: لبنان يرفض التدخل في أي أنشطة تستهدف الخليج العربي,9,285,1722
521143,521143,181666,http://www.alriyadh.com/1715007,1715007,"&nbsp; 
						
													السبت 25  صفر   1440هـ   - 3  نوفمبر   2018م",ثقافة اليوم,,,مصطلح: فاشية,1,103,621
430009,430009,435667,http://www.alriyadh.com/1574956,1574956,"&nbsp; 
						
													 الخميس 3 جمادى الآخرة 1438 هـ - 2 مارس 2017م",الأولـــى,الأمير فيصل بن بندر,,فيصل بن بندر يزور محافظتي الدوادمي وعفيف.. اليوم,3,119,754
492432,492432,331984,http://www.alriyadh.com/1632314,1632314,"&nbsp; 
						
													الثلاثاء  4 صفر 1439هـ - 24 اكتوبر 2017 م  - 2 برج  العقرب",متابعات,عبدالعزيز الشمري,,الشمري لـ«الرياض»: انطلاقة تاريخية لشراكة حقيقية,1,300,1824
180713,180713,251468,http://www.alriyadh.com/1676558,1676558,"&nbsp; 
						
													2018-04-21 11:05:56",المنوعات,لوس انجليس - رويترز,بعد ظهور خلل بها,أبل تعرض استبدال بطاريات بعض أجهزة ماك بوك برو,4,146,772
403811,403811,138122,http://www.alriyadh.com/1738799,1738799,"&nbsp; 
						
													الثلاثاء  14  جمادى الآخرة   1440هـ   - 19  فبراير   2019م",الأخــيــرة,الرياض - فهد اللويحق,,"الجوازات: 
«مخالفات» ولي الأمر
لا تمنع خدمات التابعين",2,66,385
423662,423662,314318,http://www.alriyadh.com/1641980,1641980,"&nbsp; 
						
													الأربعاء 11 ربيع الأول 1439هـ - 29  نوفمبر 2017م -  8 برج القوس",ثقافة اليوم,عبدالله الحسين مكرماً خالد العمودي,,"رئيس «واس» يكرم مُعد 
أفضل تقرير عربي في 2017",1,181,1143
458284,458284,544446,http://www.alriyadh.com/1512865,1512865,"&nbsp; 
						
													الاثنين 15 رمضان 1437 هـ- 20 يونيو 2016م",الدولية,عمّان- جمال اشتيوي,مجند للمخابرات الإيرانية نقل متفجرات بقصد القيام بأعمال إرهابية,الأردن: 15 عاماً أشغالاً شاقة لعراقي ينتمي لـ«فيلق بيت المقدس الإيراني»,5,364,2252
301608,301608,283034,http://www.alriyadh.com/1659115,1659115,"&nbsp; 
						
													السبت 17 جمادى الأولى 1439هـ - 3 فبراير 2018م",ثقافة اليوم,الملحق الثقافي السعودي مكرماً القاضي,,القاضي: المثقف السعودي مصدّر للثقافة وليس مستهلكاً لها,5,357,2115
83138,83138,477876,http://www.alriyadh.com/1549319,1549319,"&nbsp; 
						
													2016-11-21 04:42:19",المحليات,الرياض - واس,,وزير الإعلام يجتمع مع أعضاء مجلس إدارة هيئة الصحفيين,6,281,1678
460746,460746,323482,http://www.alriyadh.com/1637051,1637051,"&nbsp; 
						
													السبت 22 صفر 1439هـ - 11 نوفمبر 2017 م  - 20 برج  العقرب",متابعات,الرياض - واس,,القيادة تهنئ رئيسي بولندا وأنغولا,8,219,1402
46978,46978,472671,http://www.alriyadh.com/1552143,1552143,"&nbsp; 
						
													السبت 04 ربيع الأول 1438 هـ - 3 ديسمبر 2016م",محطات متحركة,الرياض - ياسر البريكان,,فيلم كرتـونـي لديزني يتصدر شبـاك التذاكر الأميركي,11,436,2561
48276,48276,5514,http://www.alriyadh.com/1811311,1811311,"&nbsp; 
						
													2020-03-19 10:31:37",الدولية,لندن - أ ف ب,مع ارتفاع الوفيات بكورونا,بعد تردد.. بريطانيا تغلق المدارس وتضع 20 ألف جندي في حالة جهوزية,23,489,2865
420346,420346,313588,http://www.alriyadh.com/1642370,1642370,"&nbsp; 
						
													الخميس 12 ربيع الأول 1439هـ - 30  نوفمبر 2017م -  9 برج القوس",الأولـــى,القاهرة - سباعي إبراهيم,,"اجتمـاع طـارئ للجـامـعـة
العربية لبحث هجوم بئر العبد",3,78,455
228775,228775,72491,http://www.alriyadh.com/1774817,1774817,"&nbsp; 
						
													الأربعاء  5 محرم   1441هـ   - 4  سبتمبر   2019م",المحليات,نائب أمير نجران ملتقياً رئيس محكمة الاستئناف,,"تركي بن هذلول يثمن 
جهود النيابة والاستئناف",6,144,897
160118,160118,385145,http://www.alriyadh.com/1603024,1603024,"&nbsp; 
						
													الجمعة  21 رمضان    1438هـ   - 16  يونيو   2017م - 26 برج الجوزاء",الاقتصاد,الاتفاقية نصت على التزام موريتانيا بتأمين العمالة المؤهلة والمدربة,,المملكة وموريتانيا توقعان اتفاقية لاستقدام العمالة المنزلية المدربة,5,224,1545
197609,197609,255967,http://www.alriyadh.com/1674080,1674080,"&nbsp; 
						
													الثلاثاء 24  رجب   1439هـ   - 10  إبريل   2018م",الاقتصاد,جدة - محمد حميدان,,انهيار ريال إيران بداية لتفاقم تراجع اقتصادها وهروب المستثمرين,4,299,1837
212905,212905,66509,http://www.alriyadh.com/1778074,1778074,"&nbsp; 
						
													2019-09-22 13:59:05",الاقتصاد,الخبر - ابراهيم الشبان,,إطلاق شهادة إحترافية للفصل في المنازعات التجارية البحرية,5,308,1953
466122,466122,546100,http://www.alriyadh.com/1511927,1511927,"&nbsp; 
						
													الجمعة 12 رمضان 1437 هـ- 17 يونيو 2016م",الدولية,عائلة أخلت منزلها في قرية بالقرب من منبج تعود إليه بعد سيطرة قوات سورية الديموقراطية (رويترز),السوريون يشككون في فعالية هدن مصطنعة وعقيمة,الهدنة الجديدة المؤقتة في حلب.. وقف إطلاق نار «صوري» لا تدعمه أي عملية سياسية حقيقية,19,738,4305
215698,215698,395273,http://www.alriyadh.com/1597494,1597494,"&nbsp; 
						
													الجمعة 30 شعبان  1438هـ -26 مايو 2017م - 5 برج الجوزاء",المحليات,3.37500 ريال قيمة عقد تأمين وجبة إفطار صائم للاجئين السوريين,,الحملة السعودية تؤمن 300 ألف وجبة إفطار صائم للأشقاء السوريين في تركيا,4,254,1619
71829,71829,14609,http://www.alriyadh.com/1806367,1806367,"&nbsp; 
						
													الاثنين  30  جمادى الآخرة   1441هـ   - 24  فبراير   2020م",متابعات,الرياض - واس,,القيادة تهنئ رئيسة أستونيا بذكرى يوم الاستقلال لبلادها,4,109,713
429770,429770,435422,http://www.alriyadh.com/1575088,1575088,"&nbsp; 
						
													الجمعة 4 جمادى الآخرة 1438 هـ - 3 مارس 2017م",الرأي,المحامي أحمد بن خالد الأحمد السديري,,اقتراحات لحل مشكلة قلة القضاة,6,686,3807
148328,148328,42613,http://www.alriyadh.com/1791075,1791075,"&nbsp; 
						
													الاثنين  5 ربيع الآخر   1441هـ   - 2  ديسمبر   2019م",متابعات,وزير الحج والعمرة د. محمد بنتن,,خمسة أعوام بقيادة الملك سلمان نهضت بتطوير الحج والعمرة,4,571,3530
416775,416775,143352,http://www.alriyadh.com/1735908,1735908,"&nbsp; 
						
													2019-02-05 02:43:29",المحليات,بريدة - واس,,فيصل بن مشعل: الاندماج بين المؤسسات الاقتصادية يعد توجهًا عالميًا,7,776,4571
418194,418194,312981,http://www.alriyadh.com/1642695,1642695,"&nbsp; 
						
													السبت  14 ربيع الأول 1439هـ - 2  ديسمبر 2017م -  11 برج القوس",ثقافة اليوم,المهندس أحمد القرملاوي عازفًا للعود,,«مهنيون».. استمالتهم الوظيفة وأدركتهم حرفة الأدب,20,1456,8676
538922,538922,188014,http://www.alriyadh.com/1711520,1711520,"&nbsp; 
						
													2018-10-17 17:32:42",الدولية,نيويورك - د ب أ,,مبعوث الأمم المتحدة إلى سورية: أرغب بمغادرة منصبي لأسباب شخصية بحتة,2,29,163
143632,143632,41019,http://www.alriyadh.com/1791941,1791941,"&nbsp; 
						
													السبت 10 ربيع الآخر   1441هـ   - 7  ديسمبر   2019م",دنيا الرياضة,الحصان «النهر الخالد» مع مالكه وخياله ومحبيه في احتفالية الفوز بالكأس,,«النهر الخالد» يحقق الكأس الخامس لميدان نجران,10,100,586
8974,8974,2772,http://www.alriyadh.com/1812788,1812788,"&nbsp; 
						
													2020-03-27 19:36:37",المحليات,الرياض -واس,,«الغذاء والدواء» تحذّر من 3 معقمات لليدين,9,252,1614
349129,349129,117514,http://www.alriyadh.com/1750103,1750103,"&nbsp; 
						
													2019-04-16 18:02:24",المحليات,ثول - الرياض,,«كاوست» تتعاون مع رئاسة الحرمين لتنفيذ 59 مبادرة,5,336,2158
392830,392830,306155,http://www.alriyadh.com/1646420,1646420,"&nbsp; 
						
													2017-12-14 15:24:24",المحليات,ملابس شتائية ساهمت في تأمينها معلمات,,"قائدة مدرسة تطلق ""شتاء دافئ"" لطالباتها بالرياض",2,132,772
120825,120825,235971,http://www.alriyadh.com/1685071,1685071,"&nbsp; 
						
													2018-05-31 15:17:19",أخبار المناطق,مكة المكرمة - خالدالجمعي,,جامعة أم القرى تناقش 30 دراسة وبرنامج لخدمةزوار الحرمين الشريفين,9,370,2292
421836,421836,145316,http://www.alriyadh.com/1734824,1734824,"&nbsp; 
						
													الخميس  25  جمادى الأولى   1440هـ   - 31  يناير   2019م",الاقتصاد,د. محمد التميمي,,«هيئة الاتصالات» تلزم مقدمي الخدمات بآلياتٍ فعالة ضد عمليات الاحتيال,4,169,1040
395494,395494,134974,http://www.alriyadh.com/1740535,1740535,"&nbsp; 
						
													الأربعاء  22  جمادى الآخرة   1440هـ   - 27  فبراير   2019م",المحليات,الرياض - عبدالسلام البلوي,الشورى يطالب بالتعجيل بفصل الأوقاف عن «الشؤون الإسلامية» وتعيين السعوديات بهيئتها,إلزام التأمينات بكشف نتائج دراسة عجز الـ200 مليار,6,658,4241
263361,263361,85923,http://www.alriyadh.com/1767490,1767490,"&nbsp; 
						
													2019-07-22 19:48:05",المحليات,متابعة - الرياض الإلكتروني,,«الأرصاد» تصدر بياناً توضيحياً عن ما أثير حول ترقية 15 موظفاً بالمحسوبية,5,257,1536
145787,145787,41626,http://www.alriyadh.com/1791602,1791602,"&nbsp; 
						
													2019-12-05 00:18:55",الدولية,المنامة - واس,,خادم الحرمين يدعو ملك البحرين لحضور اجتماع المجلس الأعلى لمجلس التعاون,3,88,541
277357,277357,91146,http://www.alriyadh.com/1764621,1764621,"&nbsp; 
						
													الأحد 4 ذو القعدة   1440هـ   - 7  يوليو   2019م",دنيا الرياضة,جانب من حفل الافتتاح,,أولمبياد الجامعات الصيفي ينطلق في نابولي,3,126,818
302895,302895,100176,http://www.alriyadh.com/1759678,1759678,"&nbsp; 
						
													السبت 5 شوال   1440هـ   - 8  يونيو   2019م",مقالات اليوم,حمد بن هتفر,أوراق محرر,مظهريات تناكف الحياة,5,421,2369
397529,397529,135453,http://www.alriyadh.com/1740277,1740277,"&nbsp; 
						
													الثلاثاء 21  جمادى الآخرة   1440هـ   - 26  فبراير   2019م",الدولية,سنغافورة - د ب أ,,"المخابرات البريطانية تحذر 
من التكنولوجيا الصينية",1,75,517
206065,206065,258226,http://www.alriyadh.com/1672837,1672837,"&nbsp; 
						
													الأربعاء  18 رجب   1439هـ   - 4  إبريل   2018م",المحليات,أوقاف الشيخ صالح الراجحي نظمت حفلاً تكريمياً للإدارة الزراعية,,أوقاف الشيخ صالح الراجحي تحتفل بجائزة المملكة للإدارة البيئية في العالم الإسلامي,7,335,2379
47168,47168,472945,http://www.alriyadh.com/1551992,1551992,"&nbsp; 
						
													2016-12-02 20:31:28",دنيا الرياضة,برلين - د ب أ,,جائزة أفضل مدرب في العالم بين زيدان ورانييري وسانتوس,6,198,1199
446614,446614,320241,http://www.alriyadh.com/1638833,1638833,"&nbsp; 
						
													السبت  29 صفر 1439هـ -18 نوفمبر 2017 م  -27 برج  العقرب",سينما,جوني ديب في لقطة من الفيلم الجديد,,اقتباس سينمائي جديد لآغاثا كريستي,3,170,1042
257737,257737,508557,http://www.alriyadh.com/1532526,1532526,"&nbsp; 
						
													الأحد 9 ذو الحجة 1437 هـ - 11 سبتمبر 2016م",المحليات,مشعر منى كما بدا يوم أمس                              (عدسة/ علي إبراهيم),بمتابعة من القيادة الرشيدة,حجاج بيت الله الحرام يقفون على صعيد عرفات الطاهر.. اليوم,24,1105,6504
272960,272960,540563,http://www.alriyadh.com/1514988,1514988,"&nbsp; 
						
													2016-06-28 17:04:20",المحليات,متابعة - الرياض الإلكتروني,,سفارة المملكة في بلجيكا تحذر من عمليات الاحتيال حول شراء سيارات,2,82,485
494005,494005,332475,http://www.alriyadh.com/1632040,1632040,"&nbsp; 
						
													2017-10-23 12:49:14",المحليات,الجوف - فهد الكريع,,اعتماد تشكيل مجالس محافظات الجوف المحلية,10,199,1174
381370,381370,129635,http://www.alriyadh.com/1743468,1743468,"&nbsp; 
						
													2019-03-13 21:00:22",الاقتصاد,لندن - د ب أ,,الحكومة البريطانية تخفض توقعاتها للنمو من 1.6% إلى 1.2%,6,121,731
31465,31465,358646,http://www.alriyadh.com/1617560,1617560,"&nbsp; 
						
													السبت 27 ذو القعدة   1438هـ   - 19 أغسطس   2017م -28 برج الأسد",المحليات,طلائع وفود الرحمن تتقاطر على البيت العتيق,الشيخ الحذيفي محذراً: الإضرار بالحجاج محاربة لله ورسوله,إمام المسجد الحرام: اجتماع المسلمين يغيظ أعداء الدين,8,515,2811
273121,273121,510949,http://www.alriyadh.com/1531225,1531225,"&nbsp; 
						
													2016-09-05 13:42:07",المحليات,هانغجو - واس,,ولي ولي العهد يلتقي الرئيس الفرنسي,2,61,375
285472,285472,408295,http://www.alriyadh.com/1590412,1590412,"&nbsp; 
						
													2017-05-02 00:33:58",أخبار المناطق,محايل - إبراهيم عرار,,وفاة طالب دهسًا في بحر أبو سكينة,1,144,839
535398,535398,186423,http://www.alriyadh.com/1712391,1712391,"&nbsp; 
						
													2018-10-21 20:03:11",المحليات,الرياض - واس,,انطلاق تمرين (مركز الحرب الجوي الصاروخي 2018) بمشاركة واسعة من الدول الشقيقة والصديقة,5,269,1681
183226,183226,251917,http://www.alriyadh.com/1676299,1676299,"&nbsp; 
						
													الجمعة  4  شعبان   1439هـ   - 20  إبريل   2018م",الاقتصاد,مولي بيك,,«جنرال موتورز الشرق الأوسط» تعيّن مولي بيك رئيساً تنفيذياً للتسويق,8,361,2224
431862,431862,539831,http://www.alriyadh.com/1515391,1515391,"&nbsp; 
						
													الخميس 25 رمضان 1437 هـ- 30 يونيو 2016م",قول على قول,عبدالرحمن الغامدي,,*اوضاعنا اختلفت بقدوم المسعود,1,8,39
544197,544197,189673,http://www.alriyadh.com/1710611,1710611,"&nbsp; 
						
													السبت 4  صفر   1440هـ   - 13  أكتوبر   2018م",دنيا الرياضة,جانب من الحضور الجماهيري,,الجماهير تساند «الأخضر» وتردد: «عاش سلمان»,2,97,622
564865,564865,461714,http://www.alriyadh.com/1558105,1558105,"&nbsp; 
						
													2016-12-26 22:27:53",الدولية,الرباط - أ ف ب,,تسعة قتلى و45 جريحا إثر إنقلاب حافلة وسط المغرب,6,206,1160
136576,136576,381213,http://www.alriyadh.com/1605174,1605174,"&nbsp; 
						
													السبت 29 رمضان    1438هـ   - 24  يونيو   2017م - 3 برج السرطان",متابعات,د. توفيق الربيعة,,"وزير الصحة يهنئ
الأمير محمد بن سلمان باختياره ولياً للعهد",3,114,674
495822,495822,332765,http://www.alriyadh.com/1631873,1631873,"&nbsp; 
						
													2017-10-22 20:49:46",المنوعات,برلين - د ب أ,,تقنيات جديدة لشحن الهاتف المحمول بالمشي,10,348,2039
415600,415600,142686,http://www.alriyadh.com/1736276,1736276,"&nbsp; 
						
													الخميس 2  جمادى الآخرة   1440هـ   - 7  فبراير   2019م",المحليات,الرياض - محمد الحيدر,,د. الربيعة يعلن البدء في إعداد نظام الصحة العامة,3,151,975
232022,232022,503999,http://www.alriyadh.com/1535014,1535014,"&nbsp; 
						
													الخميس 20 ذو الحجة 1437 هـ - 22 سبتمبر 2016م",المحليات,الأمير محمد بن نايف خلال لقائه الشيخ عبدالله بن زايد,الشيخ عبدالله بن زايد أشاد بكلمة المملكة أمام الجمعية العامة للأمم المتحدة,ولي العهد يلتقي وزير الخارجية الإماراتي ويبحث معه تطورات الأحداث بالمنطقة,5,191,1183
389742,389742,305645,http://www.alriyadh.com/1646693,1646693,"&nbsp; 
						
													2017-12-15 15:36:46",الدولية,"شبوة، تعز - ""الرياض""",,اليمن: بيحان تحت سيطرة الشرعية.. وانهيارات في صفوف الانقلابيين,5,237,1426
167832,167832,492457,http://www.alriyadh.com/1541323,1541323,"&nbsp; 
						
													الثلاثاء 17 محرم 1438 هـ - 18 أكتوبر 2016م",فن,جواهر القاسمي,ينطلق الأسبوع المقبل بمشاركة 425 فيلماً,الشارقة السينمائي يسلط الضوء على الأطفال اللاجئين,5,222,1333
197829,197829,256188,http://www.alriyadh.com/1673966,1673966,"&nbsp; 
						
													2018-04-09 11:21:03",المحليات,"الرياض - ""الرياض""",,الرئيس العام لـ«هيئة الأمر بالمعروف»: بعض الرقاة يبيع الوهم ويستخدم طرقاً مبتدعة مع المرضى,8,346,2055
174323,174323,493790,http://www.alriyadh.com/1540581,1540581,"&nbsp; 
						
													السبت 14 محرم 1438 هـ - 15 أكتوبر 2016م",المحليات,أعمال الصيانة شملت العديد من المواقع,,صيانة 360 شارعاً في الطائف,4,196,1272
460077,460077,441505,http://www.alriyadh.com/1571772,1571772,"&nbsp; 
						
													2017-02-18 00:17:16",المحليات,متابعة - الرياض الإلكتروني,,مستشفى ينبع ينجح في استخراج كتلة من الشعر داخل معدة فتاة,2,129,702
286999,286999,94600,http://www.alriyadh.com/1762724,1762724,"&nbsp; 
						
													الأربعاء   23  شوال   1440هـ   - 26  يونيو   2019م",الكاريكاتير,,,ربيع,0,0,0
269162,269162,87816,http://www.alriyadh.com/1766457,1766457,"&nbsp; 
						
													الأربعاء 14 ذو القعدة   1440هـ   -17  يوليو   2019م",متابعات,خادم الحرمين لدى مغادرته إلى نيوم,,خادم الحرمين يقضي بعض الوقت للراحة والاستجمام في نيوم,6,470,2760
547473,547473,560909,http://www.alriyadh.com/1503746,1503746,"&nbsp; 
						
													الثلاثاء 10 شعبان 1437 هـ- 17 مايو 2016م",الاقتصاد,افتتاح الفرع الجديد ضمن خطة التوسع والانتشار,,«آني وداني» تفتتح فرعها الجديد بحي ظهرة لبن,4,374,2382
265622,265622,404958,http://www.alriyadh.com/1592234,1592234,"&nbsp; 
						
													2017-05-08 10:08:00",الدولية,متابعة - وكالات,,مقتل زعيم «داعش» في أفغانستان,6,242,1394
328488,328488,416742,http://www.alriyadh.com/1585851,1585851,"&nbsp; 
						
													2017-04-15 17:39:36",دنيا الرياضة,الرياض - الرياض,,العقيد الحمالي يتوج القطاع الشرقي ببطولة السباحة,4,154,941
247835,247835,506912,http://www.alriyadh.com/1533423,1533423,"&nbsp; 
						
													2016-09-15 16:27:39",المحليات,الرياض – منصور الحسين,,تطوير 250 قاعة في 15 مبنى بمدارس الرياض,2,101,615
70797,70797,14110,http://www.alriyadh.com/1806633,1806633,"&nbsp; 
						
													الثلاثاء    غرة رجب   1441هـ   - 25  فبراير   2020م",دنيا الرياضة,الرياض - د ب أ,,«كورونا» يؤجل تنفيذي الاتحاد الآسيوي,4,148,901
